price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_per_sqft,total_rooms
6083000,9620,3,1,1,1,0,1,0,0,2,1,2,632.3284823284823,4
6020000,6800,2,1,1,1,1,1,0,0,2,0,2,885.2941176470588,3
6020000,8000,3,1,1,1,1,1,0,1,2,1,1,752.5,4
5950000,3700,4,1,2,1,1,0,0,1,0,0,2,1608.1081081081081,5
5950000,6420,3,1,1,1,0,1,0,1,0,1,2,926.791277258567,4
5950000,7020,3,1,1,1,0,1,0,1,2,1,1,847.5783475783476,4
5950000,6540,3,1,1,1,1,1,0,0,2,1,2,909.7859327217126,4
5950000,7231,3,1,2,1,1,1,0,1,0,1,1,822.8460793804453,4
5880000,7160,3,1,1,1,0,1,0,0,2,1,0,821.2290502793296,4
5873000,5500,3,1,3,1,1,0,0,1,1,0,2,1067.8181818181818,4
5866000,4800,3,1,1,1,1,1,0,0,0,0,0,1222.0833333333333,4
5810000,5828,4,1,4,1,1,0,0,0,0,0,1,996.9114619080302,5
5810000,5200,3,1,3,1,0,0,0,1,0,0,1,1117.3076923076924,4
5810000,4800,3,1,3,1,0,0,0,1,0,0,0,1210.4166666666667,4
5803000,7000,3,1,1,1,0,1,0,0,2,1,1,829.0,4
5740000,4640,4,1,2,1,0,0,0,0,1,0,1,1237.0689655172414,5
5740000,5000,3,1,3,1,0,0,0,1,0,0,1,1148.0,4
5740000,6360,3,1,1,1,1,1,0,1,2,1,2,902.5157232704403,4
5600000,4700,4,1,2,1,1,1,0,1,1,0,2,1191.4893617021276,5
5600000,5000,3,1,4,1,0,0,0,0,0,0,2,1120.0,4
5600000,6360,3,1,3,1,0,0,0,0,0,1,1,880.503144654088,4
5600000,5136,3,1,2,1,1,1,0,1,0,1,0,1090.342679127726,4
5565000,4400,4,1,2,1,0,0,0,1,2,1,1,1264.7727272727273,5
5523000,6900,3,1,1,1,1,1,0,0,0,1,1,800.4347826086956,4
5495000,7980,3,1,1,1,0,0,0,0,2,0,1,688.5964912280701,4
5460000,6210,4,1,4,1,1,0,0,1,0,0,2,879.2270531400966,5
5460000,6100,3,1,3,1,1,0,0,1,0,1,1,895.0819672131148,4
5425000,6825,3,1,1,1,1,1,0,1,0,1,1,794.8717948717949,4
5320000,7800,3,1,1,1,0,1,0,1,2,1,0,682.0512820512821,4
5250000,4260,4,1,2,1,0,1,0,1,0,0,2,1232.394366197183,5
5250000,10269,3,1,1,1,0,0,0,0,1,1,1,511.2474437627812,4
5250000,8400,3,1,2,1,1,1,0,1,2,1,0,625.0,4
5250000,3800,3,1,2,1,1,1,0,0,1,1,0,1381.578947368421,4
5250000,8520,3,1,1,1,0,0,0,1,2,0,2,616.1971830985915,4
5243000,6050,3,1,1,1,0,1,0,0,0,1,1,866.6115702479339,4
5229000,7085,3,1,1,1,1,1,0,0,2,1,1,738.0381086803105,4
5215000,7200,3,1,2,1,1,1,0,0,1,1,2,724.3055555555555,4
5145000,3410,3,1,2,0,0,0,0,1,0,0,1,1508.7976539589442,4
5145000,7980,3,1,1,1,0,0,0,0,1,1,1,644.7368421052631,4
5110000,3000,3,1,2,1,0,1,0,0,0,0,0,1703.3333333333333,4
5110000,6100,3,1,1,1,0,1,0,1,0,1,1,837.7049180327868,4
5075000,5720,2,1,2,1,0,0,0,1,0,1,0,887.2377622377622,3
5040000,3540,2,1,1,0,1,1,0,0,0,0,1,1423.7288135593221,3
5040000,7600,4,1,2,1,0,0,0,1,2,0,2,663.1578947368421,5
5040000,6600,3,1,1,1,1,1,0,0,0,1,2,763.6363636363636,4
5033000,4800,2,1,1,1,1,1,0,0,0,0,1,1048.5416666666667,3
4970000,7686,3,1,1,1,1,1,1,0,0,0,1,646.6302367941712,4
4935000,5948,3,1,2,1,0,0,0,1,0,0,1,829.6906523201076,4
4907000,4200,3,1,2,1,0,0,0,0,1,0,2,1168.3333333333333,4
4900000,4520,3,1,2,1,0,1,0,1,0,0,1,1084.070796460177,4
4900000,4095,3,1,2,0,1,1,0,1,0,0,1,1196.5811965811965,4
4900000,4120,2,1,1,1,0,1,0,0,1,0,1,1189.3203883495146,3
4900000,5400,4,1,2,1,0,0,0,0,0,0,1,907.4074074074074,5
4900000,4770,3,1,1,1,1,1,0,0,0,0,1,1027.2536687631027,4
4900000,6300,3,1,1,1,0,0,0,1,2,0,1,777.7777777777778,4
4900000,5800,2,1,1,1,1,1,0,1,0,0,1,844.8275862068965,3
4900000,3000,3,1,2,1,0,1,0,1,0,0,1,1633.3333333333333,4
4900000,2970,3,1,3,1,0,0,0,0,0,0,1,1649.8316498316499,4
4900000,6720,3,1,1,1,0,0,0,0,0,0,0,729.1666666666666,4
4900000,4646,3,1,2,1,1,1,0,0,2,0,1,1054.6706844597504,4
4865000,4350,2,1,1,1,0,1,0,0,0,0,0,1118.3908045977012,3
4830000,4160,3,1,3,1,0,0,0,0,0,0,0,1161.0576923076924,4
4830000,6040,3,1,1,1,0,0,0,0,2,1,1,799.6688741721854,4
4830000,6862,3,1,2,1,0,0,0,1,2,1,2,703.8764208685515,4
4830000,4815,2,1,1,1,0,0,0,1,0,1,1,1003.1152647975077,3
4795000,7000,3,1,2,1,0,1,0,0,0,0,0,685.0,4
4795000,8100,4,1,4,1,0,1,0,1,2,0,1,591.9753086419753,5
4760000,9166,2,1,1,1,0,1,0,1,2,0,1,519.3104953087498,3
4760000,6321,3,1,2,1,0,1,0,1,1,0,2,753.0454042081949,4
4760000,10240,2,1,1,1,0,0,0,1,2,1,0,464.84375,3
4753000,6440,2,1,1,1,0,0,0,1,3,0,1,738.0434782608696,3
4690000,5170,3,1,4,1,0,0,0,1,0,0,1,907.1566731141199,4
4690000,6000,2,1,1,1,0,1,0,1,1,0,2,781.6666666666666,3
4690000,3630,3,1,2,1,0,0,0,0,2,0,1,1292.0110192837465,4
4690000,5400,2,1,2,1,0,0,0,0,0,1,1,868.5185185185185,3
4690000,4320,3,1,1,1,0,0,0,0,0,1,1,1085.648148148148,4
4655000,3745,3,1,2,1,0,1,0,0,0,0,2,1242.9906542056074,4
4620000,4160,3,1,1,1,1,1,0,1,0,0,0,1110.576923076923,4
4620000,5680,3,1,2,1,1,0,0,1,1,0,1,813.3802816901408,4
4620000,2870,2,1,2,1,1,1,0,0,0,1,1,1609.7560975609756,3
4620000,5010,3,1,2,1,0,1,0,0,0,0,1,922.1556886227545,4
4585000,4000,3,1,2,1,0,0,0,0,1,0,2,1146.25,4
4585000,3840,3,1,2,1,0,0,0,0,1,1,1,1194.0104166666667,4
4550000,3760,3,1,1,1,0,0,0,0,2,0,1,1210.1063829787233,4
4550000,3640,3,1,2,1,0,0,0,1,0,0,2,1250.0,4
4550000,2550,3,1,2,1,0,1,0,0,0,0,2,1784.313725490196,4
4550000,5320,3,1,2,1,1,1,0,0,0,1,1,855.2631578947369,4
4550000,5360,3,1,2,1,0,0,0,0,2,1,0,848.8805970149253,4
4550000,3520,3,1,1,1,0,0,0,0,0,1,1,1292.6136363636363,4
4550000,8400,4,1,4,1,0,0,0,0,3,0,0,541.6666666666666,5
4515000,3510,3,1,3,1,0,0,0,0,0,0,1,1286.3247863247864,4
4515000,3450,3,1,2,1,0,1,0,0,1,0,1,1308.695652173913,4
4515000,9860,3,1,1,1,0,0,0,0,0,0,1,457.9107505070994,4
4515000,3520,2,1,2,1,0,0,0,0,0,1,2,1282.6704545454545,3
4480000,4510,4,1,2,1,0,0,0,1,2,0,1,993.3481152993348,5
4480000,5885,2,1,1,1,0,0,0,1,1,0,0,761.2574341546305,3
4480000,4000,3,1,2,1,0,0,0,0,2,0,2,1120.0,4
4480000,8250,3,1,1,1,0,0,0,0,0,0,2,543.030303030303,4
4480000,4040,3,1,2,1,0,0,0,0,1,0,1,1108.9108910891089,4
4473000,6360,2,1,1,1,0,1,0,1,1,0,2,703.3018867924528,3
4473000,3162,3,1,2,1,0,0,0,1,1,0,2,1414.6110056925995,4
4473000,3510,3,1,2,1,0,0,0,0,0,0,1,1274.3589743589744,4
4445000,3750,2,1,1,1,1,1,0,0,0,0,1,1185.3333333333333,3
4410000,3968,3,1,2,0,0,0,0,0,0,0,1,1111.391129032258,4
4410000,4900,2,1,2,1,0,1,0,0,0,0,1,900.0,3
4403000,2880,3,1,2,1,0,0,0,0,0,1,1,1528.8194444444443,4
4403000,4880,3,1,1,1,0,0,0,0,2,1,0,902.2540983606557,4
4403000,4920,3,1,2,1,0,0,0,0,1,0,1,894.9186991869918,4
4382000,4950,4,1,2,1,0,0,0,1,0,0,1,885.2525252525253,5
4375000,3900,3,1,2,1,0,0,0,0,0,0,0,1121.7948717948718,4
4340000,4075,3,1,1,1,1,1,0,0,2,0,1,1065.0306748466257,4
4340000,3500,4,1,2,1,0,0,0,0,2,0,2,1240.0,5
4340000,6450,4,1,2,1,0,0,0,0,0,0,1,672.8682170542636,5
4319000,4032,2,1,1,1,0,1,0,0,0,0,2,1071.1805555555557,3
4305000,4400,2,1,1,1,0,0,0,0,1,0,1,978.4090909090909,3
4305000,10360,2,1,1,1,0,0,0,0,1,1,1,415.5405405405405,3
4277000,3400,3,1,2,1,0,1,0,0,2,1,1,1257.9411764705883,4
4270000,6360,2,1,1,1,0,0,0,0,0,0,2,671.3836477987421,3
4270000,6360,2,1,2,1,0,0,0,0,0,0,0,671.3836477987421,3
4270000,4500,2,1,1,1,0,0,0,1,2,0,2,948.8888888888889,3
4270000,2175,3,1,2,0,1,1,0,1,0,0,0,1963.2183908045977,4
4270000,4360,4,1,2,1,0,0,0,0,0,0,2,979.3577981651376,5
4270000,7770,2,1,1,1,0,0,0,0,1,0,2,549.5495495495495,3
4235000,6650,3,1,2,1,1,0,0,0,0,0,1,636.8421052631579,4
4235000,2787,3,1,1,1,0,1,0,0,0,1,2,1519.5550771438823,4
4200000,5500,3,1,2,1,0,0,0,1,0,0,0,763.6363636363636,4
4200000,5040,3,1,2,1,0,1,0,1,0,0,0,833.3333333333334,4
4200000,5850,2,1,1,1,1,1,0,0,2,0,1,717.9487179487179,3
4200000,2953,3,1,2,1,0,1,0,1,0,0,0,1422.2824246528953,4
4200000,4410,2,1,1,0,0,0,0,0,1,0,0,952.3809523809524,3
4200000,2325,3,1,2,0,0,0,0,0,0,0,1,1806.4516129032259,4
4200000,5800,3,1,1,1,0,0,1,0,2,0,1,724.1379310344828,4
4200000,7000,3,1,1,1,0,0,0,0,3,0,2,600.0,4
4200000,4079,3,1,3,1,0,0,0,0,0,0,1,1029.6641333660211,4
4200000,3520,3,1,2,1,0,0,0,0,0,1,1,1193.1818181818182,4
4200000,2145,3,1,3,1,0,0,0,0,1,1,0,1958.041958041958,4
4200000,4500,3,1,1,1,0,1,0,0,0,0,2,933.3333333333334,4
4193000,8250,3,1,1,1,0,1,0,0,3,0,1,508.24242424242425,4
4193000,3450,3,1,2,1,0,0,0,0,1,0,1,1215.3623188405797,4
4165000,4840,3,1,2,1,0,0,0,0,1,0,1,860.5371900826447,4
4165000,4080,3,1,2,1,0,0,0,0,2,0,1,1020.8333333333334,4
4165000,4046,3,1,2,1,0,1,0,0,1,0,1,1029.4117647058824,4
4130000,4632,4,1,2,1,0,0,0,1,0,0,1,891.6234887737478,5
4130000,5985,3,1,1,1,0,1,0,0,0,0,1,690.0584795321637,4
4123000,6060,2,1,1,1,0,1,0,0,1,0,1,680.3630363036303,3
4098500,3600,3,1,1,1,0,1,0,1,0,1,2,1138.4722222222222,4
4095000,4040,2,1,2,1,0,0,0,0,1,0,1,1013.6138613861386,3
4095000,5600,2,1,1,1,0,0,0,1,0,0,1,731.25,3
4060000,4340,3,1,1,1,0,0,0,0,0,0,1,935.483870967742,4
4060000,3000,4,1,3,1,0,1,0,1,2,0,1,1353.3333333333333,5
4060000,4320,3,1,2,1,0,0,0,0,2,1,2,939.8148148148148,4
4025000,5400,3,1,1,1,0,0,0,0,3,0,1,745.3703703703703,4
4007500,4500,3,1,2,0,0,1,0,1,0,0,1,890.5555555555555,4
4007500,3460,4,1,2,1,0,0,0,1,0,0,1,1158.236994219653,5
3990000,4100,4,1,1,0,0,1,0,0,0,0,0,973.170731707317,5
3990000,6480,3,1,2,0,0,0,0,1,1,0,1,615.7407407407408,4
3990000,3960,3,1,2,1,0,0,0,0,0,0,2,1007.5757575757576,4
3990000,4050,2,1,2,1,1,1,0,0,0,1,0,985.1851851851852,3
3920000,5500,4,1,2,1,1,1,0,0,0,0,1,712.7272727272727,5
3920000,3000,3,1,2,1,0,0,0,0,0,0,1,1306.6666666666667,4
3920000,3290,2,1,1,1,0,0,1,0,1,0,2,1191.4893617021276,3
3920000,3816,2,1,1,1,0,1,0,1,2,0,2,1027.2536687631027,3
3920000,8080,3,1,1,1,0,0,0,1,2,0,1,485.1485148514852,4
3885000,3780,2,1,2,1,1,1,0,0,0,0,1,1027.7777777777778,3
3850000,7152,3,1,2,1,0,0,0,1,0,0,2,538.3109619686801,4
3850000,4080,2,1,1,1,0,0,0,0,0,0,1,943.6274509803922,3
3850000,3850,2,1,1,1,0,0,0,0,0,0,1,1000.0,3
3850000,2015,3,1,2,1,0,1,0,0,0,1,1,1910.6699751861042,4
3850000,2176,2,1,2,1,1,0,0,0,0,1,1,1769.3014705882354,3
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,1145.0746268656717,4
3780000,4820,3,1,2,1,0,0,0,0,0,0,1,784.2323651452282,4
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,1105.2631578947369,3
3780000,3600,2,1,1,1,0,0,0,0,0,0,1,1050.0,3
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,648.3704974271012,3
3780000,2856,3,1,3,1,0,0,0,0,0,1,2,1323.5294117647059,4
3780000,8400,2,1,1,1,0,0,0,0,1,0,2,450.0,3
3773000,8250,3,1,1,1,0,0,0,0,2,0,2,457.3333333333333,4
3773000,6930,4,1,2,0,0,0,0,0,1,0,2,544.4444444444445,5
3745000,3480,2,1,1,1,0,0,0,0,0,1,1,1076.1494252873563,3
3710000,3600,3,1,1,1,0,0,0,0,1,0,0,1030.5555555555557,4
3710000,4040,2,1,1,1,0,0,0,0,0,0,1,918.3168316831683,3
3710000,6020,3,1,1,1,0,0,0,0,0,0,1,616.2790697674419,4
3710000,4050,2,1,1,1,0,0,0,0,0,0,2,916.0493827160494,3
3710000,3584,2,1,1,1,0,0,1,0,0,0,1,1035.15625,3
3703000,3120,3,1,2,0,0,1,1,0,0,0,1,1186.8589743589744,4
3703000,5450,2,1,1,1,0,0,0,0,0,0,2,679.4495412844037,3
3675000,3630,2,1,1,1,0,1,0,0,0,0,2,1012.396694214876,3
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,1012.396694214876,3
3675000,5640,2,1,1,0,0,0,0,0,0,0,1,651.5957446808511,3
3675000,3600,2,1,1,1,0,0,0,0,0,0,2,1020.8333333333334,3
3640000,4280,2,1,1,1,0,0,0,1,2,0,1,850.4672897196261,3
3640000,3570,3,1,2,1,0,1,0,0,0,0,1,1019.6078431372549,4
3640000,3180,3,1,2,0,0,1,0,0,0,0,1,1144.6540880503144,4
3640000,3000,2,1,2,1,0,0,0,1,0,0,2,1213.3333333333333,3
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,610.738255033557,4
3640000,2275,3,1,3,1,0,0,1,1,0,1,1,1600.0,4
3633000,3520,3,1,1,1,0,0,0,0,2,1,0,1032.1022727272727,4
3605000,4500,2,1,1,1,0,0,0,0,0,0,1,801.1111111111111,3
3605000,4000,2,1,1,1,0,0,0,0,0,1,1,901.25,3
3570000,3150,3,1,2,1,0,1,0,0,0,0,2,1133.3333333333333,4
3570000,4500,2,1,1,0,0,0,0,0,0,0,2,793.3333333333334,3
3570000,3640,2,1,1,1,0,0,0,0,0,0,0,980.7692307692307,3
3535000,3850,3,1,1,1,0,0,0,0,2,0,0,918.1818181818181,4
3500000,4240,3,1,2,1,0,0,0,1,0,0,1,825.4716981132076,4
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,958.9041095890411,4
3500000,4600,4,1,2,1,0,0,0,0,0,0,1,760.8695652173913,5
3500000,3036,3,1,2,1,0,1,0,0,0,0,1,1152.832674571805,4
3500000,3990,3,1,2,1,0,0,0,0,0,0,1,877.1929824561404,4
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,471.4439655172414,4
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,1005.7471264367816,4
3500000,3640,2,1,1,1,0,0,0,0,1,0,1,961.5384615384615,3
3500000,5900,2,1,1,1,0,0,0,0,1,0,2,593.2203389830509,3
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,1121.7948717948718,4
3500000,7350,2,1,1,1,0,0,0,0,1,0,1,476.1904761904762,3
3500000,3512,2,1,1,1,0,0,0,0,1,1,0,996.5831435079726,3
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,368.42105263157896,4
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,595.2380952380952,3
3493000,4900,3,1,2,0,0,0,0,0,0,0,0,712.8571428571429,4
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,1132.3529411764705,4
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,651.3157894736842,3
3465000,2145,3,1,3,1,0,0,0,0,0,1,2,1615.3846153846155,4
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,857.5,3
3430000,3185,2,1,1,1,0,0,0,0,2,0,0,1076.923076923077,3
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,890.9090909090909,4
3430000,2145,3,1,3,1,0,0,0,0,0,1,2,1599.067599067599,4
3430000,2610,3,1,2,1,0,1,0,0,0,1,0,1314.176245210728,4
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,847.2772277227723,3
3395000,4785,3,1,2,1,1,1,0,1,1,0,2,709.5088819226751,4
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,984.0579710144928,4
3395000,3640,2,1,1,1,0,0,0,0,0,0,2,932.6923076923077,3
3360000,3500,4,1,2,1,0,0,0,1,2,0,0,960.0,5
3360000,4960,4,1,3,0,0,0,0,0,0,0,1,677.4193548387096,5
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,815.5339805825242,3
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,707.3684210526316,3
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,903.2258064516129,3
3360000,3750,3,1,1,1,0,0,0,0,0,0,0,896.0,4
3360000,3100,3,1,2,0,0,1,0,0,0,0,1,1083.8709677419354,4
3360000,3185,2,1,1,1,0,1,0,0,2,0,2,1054.9450549450548,3
3353000,2700,3,1,1,0,0,0,0,0,0,0,2,1241.851851851852,4
3332000,2145,3,1,2,1,0,1,0,0,0,1,2,1553.3799533799533,4
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,823.019801980198,3
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,696.3350785340314,5
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,1316.0,3
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,1034.5911949685535,5
3290000,6060,3,1,1,1,1,1,0,0,0,0,2,542.9042904290429,4
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,945.4022988505748,5
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,867.6160337552743,5
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,814.3564356435644,3
3290000,2145,3,1,2,1,0,1,0,0,0,1,2,1533.7995337995337,4
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,559.5238095238095,4
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,723.3333333333334,3
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,828.2442748091603,3
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,888.4615384615385,5
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,736.8421052631579,4
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,1199.7019374068554,3
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,745.3703703703703,4
3220000,3120,3,1,2,0,0,0,0,0,0,0,2,1032.051282051282,4
3150000,3450,1,1,1,1,0,0,0,0,0,0,2,913.0434782608696,2
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,900.0,3
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,769.2307692307693,3
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,1909.090909090909,4
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,913.0434782608696,4
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,466.6666666666667,3
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,350.0,4
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,1026.392961876833,3
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,698.4444444444445,4
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,569.4267515923567,4
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,1300.604670558799,4
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,1038.3333333333333,4
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,809.0909090909091,4
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,890.0,3
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,381.1111111111111,3
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,620.9677419354839,3
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,1425.9259259259259,4
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,996.7637540453075,3
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,684.4444444444445,3
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,801.3157894736842,3
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,974.1100323624595,4
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,929.0123456790124,4
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,1061.7283950617284,3
3010000,4600,2,1,1,1,0,0,0,0,0,0,2,654.3478260869565,3
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,592.9866036249015,4
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,802.6666666666666,4
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,829.2011019283747,5
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,373.04347826086956,3
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,683.59375,5
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,987.0,3
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,502.56410256410254,4
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,592.741935483871,3
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,816.6666666666666,4
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,803.2786885245902,5
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,844.8275862068965,4
2940000,2700,2,1,1,0,0,0,0,0,0,0,2,1088.888888888889,3
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,933.3333333333334,4
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,444.44444444444446,4
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,944.078947368421,3
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,790.633608815427,3
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,478.3333333333333,3
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,531.4814814814815,5
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,548.5576923076923,5
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,859.0909090909091,4
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,651.7241379310345,4
2835000,2640,2,1,1,0,0,0,0,0,1,0,2,1073.8636363636363,3
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,1056.6037735849056,4
2800000,3960,3,1,1,1,0,0,0,0,0,0,2,707.070707070707,4
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,401.47058823529414,3
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,682.5,4
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,673.75,3
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,676.1565836298932,3
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,1330.0,3
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,950.0,4
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,1094.6502057613168,4
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,764.3678160919541,3
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,665.0,4
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,832.967032967033,3
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,663.25,4
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,894.8453608247422,3
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,719.4444444444445,3
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,588.6363636363636,3
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,875.0,4
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,792.4528301886793,4
2520000,3000,2,1,2,1,0,0,0,0,0,0,2,840.0,3
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,564.7727272727273,4
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,828.3333333333334,4
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,763.2398753894081,4
